Importer Country,Exporter Country,Imported Quantity (metric tons),Total Export (metric tons),Land Use Emission,Implied Carbon Emission,% 
Romania,Denmark,163.607,68477.261,0.00139181,3.33E-06,0.239256795
Guinea,France,48.51,197278.824,0.013490778,3.32E-06,0.024609404
Kiribati,New Zealand,20.874,473179.422,0.075052496,3.31E-06,0.004410246
Germany,Portugal,825.169,18234.532,7.29E-05,3.30E-06,4.526748971
Jordan,Pakistan,25.454,76720.167,0.009946459,3.30E-06,0.033177636
Gabon,"China, Hong Kong SAR",54.02,44189.752,0.002686282,3.28E-06,0.122101849
T??rkiye,USA,29.051,1056649.139,0.116995059,3.22E-06,0.002752253
Armenia,Paraguay,29.741,338328.171,0.036215614,3.18E-06,0.008780743
Qatar,Uruguay,10.025,383468.309,0.120259804,3.14E-06,0.002611014
Lebanon,Italy,150.757,134849.695,0.002788502,3.12E-06,0.111888032
Malaysia,Paraguay,28,338328.171,0.036215614,3.00E-06,0.00828372
Azerbaijan,Russian Federation,38.097,27097.949,0.002122105,2.98E-06,0.140426605
T??rkiye,Poland,60.069,355987.846,0.017630366,2.97E-06,0.016845935
Belize,USA,26.545,1056649.139,0.116995059,2.94E-06,0.002512927
Switzerland,Spain,36.123,221643.244,0.01796596,2.93E-06,0.016308619
South Africa,New Zealand,18.488,473179.422,0.075052496,2.93E-06,0.003903934
"China, Macao SAR",Ireland,27.84,371070.749,0.038906305,2.92E-06,0.00750521
Serbia,Poland,58.902,355987.846,0.017630366,2.92E-06,0.016562333
Azerbaijan,Argentina,4.465,623231.507,0.40577377,2.91E-06,0.000717148
Saint Lucia,Australia,39.494,941099.386,0.069245917,2.91E-06,0.004202414
Lithuania,Ireland,27.616,371070.749,0.038906305,2.90E-06,0.007453805
Seychelles,Australia,39.216,941099.386,0.069245917,2.89E-06,0.004173531
Congo,USA,26,1056649.139,0.116995059,2.88E-06,0.002461642
Cyprus,Denmark,139.704,68477.261,0.00139181,2.84E-06,0.20405084
Ghana,United Arab Emirates,17.567,36390.994,0.005838901,2.82E-06,0.04829676
Luxembourg,United Kingdom,37.506,100651.479,0.007527597,2.81E-06,0.03732931
Maldives,Argentina,4.319,623231.507,0.40577377,2.81E-06,0.000692504
USA,United Arab Emirates,17.399,36390.994,0.005838901,2.79E-06,0.047782965
Ireland,Germany,35.061,279955.074,0.022238411,2.79E-06,0.01254586
Azerbaijan,Paraguay,26,338328.171,0.036215614,2.78E-06,0.007676247
Jordan,Netherlands,43.835,412118.516,0.025941902,2.76E-06,0.010639158
Dem. Rep. of the Congo,Belgium,38.797,111310.97,0.007881141,2.75E-06,0.034893425
Senegal,Belgium,38.282,111310.97,0.007881141,2.71E-06,0.034385884
Czechia,United Kingdom,36.275,100651.479,0.007527597,2.71E-06,0.036000865
Slovenia,Australia,36.687,941099.386,0.069245917,2.70E-06,0.003899147
Slovenia,Belgium,37.739,111310.97,0.007881141,2.67E-06,0.033878343
Dominica,USA,24.158,1056649.139,0.116995059,2.67E-06,0.002282148
Egypt,Poland,53.72,355987.846,0.017630366,2.66E-06,0.015087605
Japan,Italy,128.363,134849.695,0.002788502,2.65E-06,0.095033104
Ireland,USA,23.654,1056649.139,0.116995059,2.62E-06,0.002239411
Ghana,Italy,126.38,134849.695,0.002788502,2.61E-06,0.093598642
Malta,Denmark,128.22,68477.261,0.00139181,2.61E-06,0.187525596
Sweden,USA,23.374,1056649.139,0.116995059,2.59E-06,0.002213769
China,Nicaragua,22.043,117466.685,0.013772478,2.58E-06,0.018733012
Romania,United Kingdom,34.484,100651.479,0.007527597,2.58E-06,0.034273886
Thailand,Nicaragua,21.8,117466.685,0.013772478,2.56E-06,0.018587795
Latvia,Denmark,125.17,68477.261,0.00139181,2.54E-06,0.182496174
Mauritania,Colombia,55.005,40115.598,0.001837644,2.52E-06,0.13713211
Equatorial Guinea,Colombia,54.837,40115.598,0.001837644,2.51E-06,0.136587935
Falkland Isds (Malvinas),Netherlands,39.81,412118.516,0.025941902,2.51E-06,0.009675466
Senegal,Chile,22.698,24577.126,0.002676718,2.47E-06,0.092277184
Equatorial Guinea,Netherlands,39.163,412118.516,0.025941902,2.47E-06,0.009521276
Bulgaria,New Zealand,15.356,473179.422,0.075052496,2.44E-06,0.003251058
Ukraine,Denmark,119.886,68477.261,0.00139181,2.44E-06,0.175311285
Cameroon,India,58.5,943702.03,0.039250948,2.43E-06,0.006190933
Rep. of Korea,Ireland,22.903,371070.749,0.038906305,2.40E-06,0.006168666
Ireland,Denmark,117.058,68477.261,0.00139181,2.38E-06,0.171000352
Dominican Rep.,Germany,29.995,279955.074,0.022238411,2.38E-06,0.010702203
Guinea,India,57.3,943702.03,0.039250948,2.38E-06,0.006063548
Ghana,India,57,943702.03,0.039250948,2.37E-06,0.006038071
Iraq,Netherlands,37.287,412118.516,0.025941902,2.35E-06,0.009058704
C??te d'Ivoire,Netherlands,37.384,412118.516,0.025941902,2.35E-06,0.009058704
North Macedonia,Spain,28.681,221643.244,0.01796596,2.32E-06,0.012913309
Morocco,United Arab Emirates,14.425,36390.994,0.005838901,2.31E-06,0.03956224
Saint Maarten,France,33.833,197278.824,0.013490778,2.31E-06,0.017122808
Oman,Australia,31.309,941099.386,0.069245917,2.30E-06,0.003321495
Estonia,USA,20.603,1056649.139,0.116995059,2.28E-06,0.0019488
Montenegro,New Zealand,14.285,473179.422,0.075052496,2.27E-06,0.00302455
Somalia,Italy,109.562,134849.695,0.002788502,2.27E-06,0.081405715
Lithuania,Belgium,31.92,111310.97,0.007881141,2.26E-06,0.028676051
Myanmar,India,54,943702.03,0.039250948,2.25E-06,0.005732346
Guatemala,New Zealand,14.124,473179.422,0.075052496,2.24E-06,0.002984578
Paraguay,Germany,28.014,279955.074,0.022238411,2.23E-06,0.010027695
Slovakia,New Zealand,14.02,473179.422,0.075052496,2.22E-06,0.00295793
Benin,France,32.436,197278.824,0.013490778,2.22E-06,0.016455686
Bahrain,Netherlands,35.129,412118.516,0.025941902,2.21E-06,0.008519036
Sierra Leone,Netherlands,35.187,412118.516,0.025941902,2.21E-06,0.008519036
Luxembourg,USA,19.788,1056649.139,0.116995059,2.19E-06,0.001871874
Iraq,Canada,4.337,439667.712,0.220850951,2.18E-06,0.000987091
Netherlands,Chile,20.021,24577.126,0.002676718,2.18E-06,0.081443021
Armenia,Ukraine,187,13824.713,0.000160726,2.17E-06,1.350123813
Finland,New Zealand,13.565,473179.422,0.075052496,2.15E-06,0.002864662
Christmas Isds,Australia,29.208,941099.386,0.069245917,2.15E-06,0.003104876
Niger,France,31.217,197278.824,0.013490778,2.13E-06,0.015788563
Slovenia,France,30.816,197278.824,0.013490778,2.11E-06,0.015640314
Mongolia,USA,19.051,1056649.139,0.116995059,2.11E-06,0.001803495
Mauritius,Spain,25.503,221643.244,0.01796596,2.07E-06,0.011521789
Lebanon,Netherlands,32.682,412118.516,0.025941902,2.06E-06,0.007940821
Nepal,India,49.46,943702.03,0.039250948,2.06E-06,0.005248281
Malta,United Kingdom,27.413,100651.479,0.007527597,2.05E-06,0.027233126
France,USA,18.458,1056649.139,0.116995059,2.04E-06,0.001743663
Dem. Rep. of the Congo,Netherlands,32.287,412118.516,0.025941902,2.03E-06,0.007825178
Lebanon,USA,18.262,1056649.139,0.116995059,2.02E-06,0.001726569
United Kingdom,Chile,18.186,24577.126,0.002676718,1.98E-06,0.073971184
Belarus,Poland,40,355987.846,0.017630366,1.98E-06,0.011230623
Georgia,USA,17.747,1056649.139,0.116995059,1.96E-06,0.001675284
Cyprus,Austria,17.599,96789.307,0.010657402,1.94E-06,0.018203311
Iceland,Uruguay,6.147,383468.309,0.120259804,1.93E-06,0.001604859
Chile,Netherlands,30.293,412118.516,0.025941902,1.91E-06,0.007362606
Greece,Portugal,478.215,18234.532,7.29E-05,1.91E-06,2.620027435
Congo,Netherlands,30.361,412118.516,0.025941902,1.91E-06,0.007362606
Kiribati,Australia,25.908,941099.386,0.069245917,1.91E-06,0.002758285
Somalia,Netherlands,30.1,412118.516,0.025941902,1.89E-06,0.007285511
Lithuania,Spain,23.13,221643.244,0.01796596,1.87E-06,0.010408573
Gabon,United Kingdom,24.996,100651.479,0.007527597,1.87E-06,0.024841925
Senegal,Australia,25.254,941099.386,0.069245917,1.86E-06,0.002686079
Norway,Poland,37.5,355987.846,0.017630366,1.86E-06,0.01054998
Oman,Spain,22.971,221643.244,0.01796596,1.86E-06,0.010352912
Barbados,Ireland,17.709,371070.749,0.038906305,1.86E-06,0.004780716
Maldives,New Zealand,11.67,473179.422,0.075052496,1.85E-06,0.002464941
Ghana,Australia,24.98,941099.386,0.069245917,1.84E-06,0.002657196
Cuba,Italy,88.826,134849.695,0.002788502,1.84E-06,0.065985249
C??te d'Ivoire,Paraguay,17.073,338328.171,0.036215614,1.83E-06,0.005053069
T??rkiye,Spain,22.413,221643.244,0.01796596,1.82E-06,0.010130269
USA,Belgium,24.951,111310.97,0.007881141,1.77E-06,0.022458677
Djibouti,France,25.839,197278.824,0.013490778,1.77E-06,0.013120074
Angola,Belgium,24.278,111310.97,0.007881141,1.72E-06,0.021824251
Paraguay,United Kingdom,22.967,100651.479,0.007527597,1.72E-06,0.022849257
Qatar,Russian Federation,21.786,27097.949,0.002122105,1.71E-06,0.080580367
Angola,France,24.956,197278.824,0.013490778,1.71E-06,0.012675325
South Africa,Argentina,2.616,623231.507,0.40577377,1.70E-06,0.000418953
Equatorial Guinea,USA,15.335,1056649.139,0.116995059,1.70E-06,0.001453053
Equatorial Guinea,Spain,20.939,221643.244,0.01796596,1.70E-06,0.009462339
Iceland,Poland,34.274,355987.846,0.017630366,1.70E-06,0.009642454
South Sudan,Spain,20.832,221643.244,0.01796596,1.69E-06,0.009406678
Trinidad and Tobago,United Kingdom,22.425,100651.479,0.007527597,1.68E-06,0.022317879
South Africa,Netherlands,26.695,412118.516,0.025941902,1.68E-06,0.006476009
Guinea,Belgium,23.797,111310.97,0.007881141,1.68E-06,0.02131671
French Polynesia,Netherlands,26.557,412118.516,0.025941902,1.67E-06,0.006437462
Estonia,Ireland,15.961,371070.749,0.038906305,1.67E-06,0.004292363
Niue,New Zealand,10.558,473179.422,0.075052496,1.67E-06,0.002225109
Slovakia,USA,14.953,1056649.139,0.116995059,1.66E-06,0.001418863
Germany,Chile,15.102,24577.126,0.002676718,1.64E-06,0.061269062
Kuwait,Ireland,15.662,371070.749,0.038906305,1.64E-06,0.004215255
Latvia,Spain,20.214,221643.244,0.01796596,1.64E-06,0.009128374
Belgium,Portugal,407.485,18234.532,7.29E-05,1.63E-06,2.235939643
Denmark,Latvia,1067.56,12572.583,1.90E-05,1.61E-06,8.473684211
Montenegro,Germany,20.298,279955.074,0.022238411,1.61E-06,0.007239726
Singapore,"China, Hong Kong SAR",25.935,44189.752,0.002686282,1.58E-06,0.058817354
Mauritius,Belgium,22.225,111310.97,0.007881141,1.57E-06,0.019920973
Philippines,Italy,74.854,134849.695,0.002788502,1.55E-06,0.0555854
"China, Hong Kong SAR",Italy,75.044,134849.695,0.002788502,1.55E-06,0.0555854
Qatar,Colombia,33.85,40115.598,0.001837644,1.55E-06,0.084347131
FS Micronesia,New Zealand,9.775,473179.422,0.075052496,1.55E-06,0.002065221
Maldives,Spain,19.021,221643.244,0.01796596,1.54E-06,0.008571766
Lithuania,Latvia,1010.254,12572.583,1.90E-05,1.53E-06,8.052631579
Dem. Rep. of the Congo,Brazil,6.121,1987220.954,0.49538451,1.53E-06,0.000308851
"China, Macao SAR",India,36.28,943702.03,0.039250948,1.51E-06,0.003847041
Finland,Latvia,991.961,12572.583,1.90E-05,1.50E-06,7.894736842
Samoa,USA,13.52,1056649.139,0.116995059,1.50E-06,0.001282105
Congo,Belgium,21.07,111310.97,0.007881141,1.49E-06,0.018905892
"China, Hong Kong SAR",Chile,13.587,24577.126,0.002676718,1.48E-06,0.055291592
Angola,Bolivia (Plurinational State of),23.506,19822.915,0.001240397,1.47E-06,0.118510445
Romania,"China, Hong Kong SAR",23.995,44189.752,0.002686282,1.46E-06,0.054350213
Slovenia,USA,13.074,1056649.139,0.116995059,1.45E-06,0.001239369
Liberia,Netherlands,23.076,412118.516,0.025941902,1.45E-06,0.005589413
Afghanistan,Pakistan,11.17,76720.167,0.009946459,1.45E-06,0.014578052
Kazakhstan,USA,13.037,1056649.139,0.116995059,1.44E-06,0.001230821
Estonia,Denmark,71.078,68477.261,0.00139181,1.44E-06,0.103462398
Morocco,USA,12.942,1056649.139,0.116995059,1.43E-06,0.001222274
Angola,Portugal,358.187,18234.532,7.29E-05,1.43E-06,1.961591221
Italy,Portugal,355.476,18234.532,7.29E-05,1.42E-06,1.9478738
Viet Nam,Pakistan,10.873,76720.167,0.009946459,1.41E-06,0.014175899
Ecuador,Bolivia (Plurinational State of),22.541,19822.915,0.001240397,1.41E-06,0.113673284
Senegal,Poland,28.211,355987.846,0.017630366,1.40E-06,0.007940845
Seychelles,Spain,17.257,221643.244,0.01796596,1.40E-06,0.007792514
Dem. Rep. of the Congo,Poland,28,355987.846,0.017630366,1.39E-06,0.007884124
Panama,Netherlands,22.108,412118.516,0.025941902,1.39E-06,0.005358127
Ukraine,"China, Hong Kong SAR",22.68,44189.752,0.002686282,1.38E-06,0.05137212
Nigeria,Netherlands,21.801,412118.516,0.025941902,1.37E-06,0.005281031
"China, Hong Kong SAR",Austria,12.299,96789.307,0.010657402,1.35E-06,0.012667252
"China, Hong Kong SAR",Denmark,66.27,68477.261,0.00139181,1.35E-06,0.096995998
Argentina,Germany,16.981,279955.074,0.022238411,1.35E-06,0.006070578
Slovakia,Denmark,65.752,68477.261,0.00139181,1.34E-06,0.096277509
Fr. South Antarctic Terr.,USA,11.972,1056649.139,0.116995059,1.33E-06,0.0011368
Cabo Verde,Italy,62.673,134849.695,0.002788502,1.30E-06,0.046620013
Slovakia,Canada,2.572,439667.712,0.220850951,1.29E-06,0.000584104
Belgium,Denmark,62.713,68477.261,0.00139181,1.27E-06,0.091248087
Sierra Leone,Canada,2.52,439667.712,0.220850951,1.27E-06,0.000575048
Romania,France,18.089,197278.824,0.013490778,1.24E-06,0.009191464
Benin,Poland,25,355987.846,0.017630366,1.24E-06,0.00703332
Bonaire,Netherlands,19.685,412118.516,0.025941902,1.24E-06,0.004779912
France,Argentina,1.87,623231.507,0.40577377,1.22E-06,0.00030066
Spain,Australia,16.26,941099.386,0.069245917,1.20E-06,0.001732954
Mozambique,India,28.5,943702.03,0.039250948,1.19E-06,0.003031774
Lao People's Dem. Rep.,Australia,16.188,941099.386,0.069245917,1.19E-06,0.001718513
Cura??ao,Netherlands,18.646,412118.516,0.025941902,1.17E-06,0.004510078
Iceland,Austria,10.519,96789.307,0.010657402,1.16E-06,0.010884454
"Other Asia, nes",Netherlands,18.277,412118.516,0.025941902,1.15E-06,0.004432983
Singapore,Germany,14.191,279955.074,0.022238411,1.13E-06,0.005081298
Italy,Chile,10.26,24577.126,0.002676718,1.12E-06,0.041842286
Angola,Netherlands,17.618,412118.516,0.025941902,1.11E-06,0.004278792
Czechia,Chile,10.096,24577.126,0.002676718,1.10E-06,0.041095102
Luxembourg,Denmark,54.349,68477.261,0.00139181,1.10E-06,0.079033776
C??te d'Ivoire,Canada,2.183,439667.712,0.220850951,1.10E-06,0.000498073
United Arab Emirates,Germany,13.525,279955.074,0.022238411,1.07E-06,0.004811495
Luxembourg,Austria,9.681,96789.307,0.010657402,1.07E-06,0.01003997
USA,Italy,50.024,134849.695,0.002788502,1.03E-06,0.036937395
Poland,New Zealand,6.485,473179.422,0.075052496,1.03E-06,0.001372373
Chad,France,15.057,197278.824,0.013490778,1.03E-06,0.007634845
Slovenia,New Zealand,6.433,473179.422,0.075052496,1.02E-06,0.001359049
French Polynesia,Poland,20.357,355987.846,0.017630366,1.01E-06,0.005728752
China,Ireland,9.551,371070.749,0.038906305,1.00E-06,0.002570277
Slovakia,Italy,48.421,134849.695,0.002788502,1.00E-06,0.035861549
"China, Hong Kong SAR",Belgium,14.098,111310.97,0.007881141,9.98E-07,0.012663141
Saint Pierre and Miquelon,France,14.449,197278.824,0.013490778,9.88E-07,0.007323521
Uzbekistan,USA,8.892,1056649.139,0.116995059,9.85E-07,0.000841916
Trinidad and Tobago,Canada,1.961,439667.712,0.220850951,9.85E-07,0.000446002
South Sudan,United Arab Emirates,6.118,36390.994,0.005838901,9.82E-07,0.016818233
Thailand,Chile,8.992,24577.126,0.002676718,9.79E-07,0.036574641
"China, Macao SAR",Russian Federation,12.458,27097.949,0.002122105,9.76E-07,0.045992069
Armenia,Argentina,1.492,623231.507,0.40577377,9.71E-07,0.000239296
New Zealand,Netherlands,15.341,412118.516,0.025941902,9.66E-07,0.003723705
Guam,Australia,13.066,941099.386,0.069245917,9.61E-07,0.001387807
Slovenia,Canada,1.906,439667.712,0.220850951,9.57E-07,0.000433324
Kyrgyzstan,Ukraine,80.48,13824.713,0.000160726,9.36E-07,0.582357553
Gabon,Canada,1.832,439667.712,0.220850951,9.20E-07,0.000416571
Norfolk Isds,New Zealand,5.646,473179.422,0.075052496,8.96E-07,0.001193831
Guinea,Netherlands,14.105,412118.516,0.025941902,8.88E-07,0.003423034
Portugal,USA,7.926,1056649.139,0.116995059,8.78E-07,0.000750459
Bahrain,Ireland,8.321,371070.749,0.038906305,8.72E-07,0.002241282
Kuwait,United Kingdom,11.625,100651.479,0.007527597,8.69E-07,0.011544189
Estonia,Spain,10.708,221643.244,0.01796596,8.68E-07,0.004831359
Maldives,Netherlands,13.73,412118.516,0.025941902,8.64E-07,0.003330519
Kuwait,Argentina,1.314,623231.507,0.40577377,8.56E-07,0.000210955
Saint Kitts and Nevis,United Kingdom,11.448,100651.479,0.007527597,8.56E-07,0.011371491
Maldives,Poland,17.2,355987.846,0.017630366,8.52E-07,0.004832571
United Arab Emirates,Italy,40.809,134849.695,0.002788502,8.44E-07,0.030267147
Central African Rep.,France,12.281,197278.824,0.013490778,8.40E-07,0.006226476
Estonia,Latvia,550.248,12572.583,1.90E-05,8.32E-07,4.378947368
Malta,France,12.021,197278.824,0.013490778,8.22E-07,0.006093051
Finland,Belgium,11.47,111310.97,0.007881141,8.12E-07,0.010303077
Namibia,United Kingdom,10.6,100651.479,0.007527597,7.93E-07,0.01053457
Norway,Australia,10.721,941099.386,0.069245917,7.89E-07,0.001139417
Dem. Rep. of the Congo,Italy,38.103,134849.695,0.002788502,7.88E-07,0.0282589
Mauritania,France,11.496,197278.824,0.013490778,7.86E-07,0.005826202
Singapore,United Kingdom,10.387,100651.479,0.007527597,7.77E-07,0.010322019
Germany,Latvia,513.469,12572.583,1.90E-05,7.76E-07,4.084210526
Somalia,USA,6.935,1056649.139,0.116995059,7.68E-07,0.000656438
Serbia,Russian Federation,9.709,27097.949,0.002122105,7.60E-07,0.035813497
Georgia,United Arab Emirates,4.722,36390.994,0.005838901,7.58E-07,0.012981895
Saudi Arabia,Spain,9.212,221643.244,0.01796596,7.47E-07,0.004157863
Bosnia Herzegovina,Denmark,36.71,68477.261,0.00139181,7.46E-07,0.05359927
Slovakia,United Kingdom,9.977,100651.479,0.007527597,7.46E-07,0.009910201
Israel,Netherlands,11.722,412118.516,0.025941902,7.38E-07,0.002844818
Congo,Colombia,16.052,40115.598,0.001837644,7.35E-07,0.039996866
Kuwait,Kazakhstan,9.08,18485.077,0.00148823,7.31E-07,0.049118752
Sao Tome and Principe,Spain,8.937,221643.244,0.01796596,7.24E-07,0.004029843
Saudi Arabia,Italy,34.971,134849.695,0.002788502,7.23E-07,0.0259279
Peru,Chile,6.577,24577.126,0.002676718,7.16E-07,0.026749176
Senegal,Ireland,6.822,371070.749,0.038906305,7.15E-07,0.001837748
Ghana,Germany,8.934,279955.074,0.022238411,7.10E-07,0.003192674
Seychelles,France,10.389,197278.824,0.013490778,7.10E-07,0.005262854
United Arab Emirates,United Kingdom,9.483,100651.479,0.007527597,7.09E-07,0.009418676
C??te d'Ivoire,Belgium,9.96,111310.97,0.007881141,7.05E-07,0.008945405
Malaysia,Netherlands,10.812,412118.516,0.025941902,6.81E-07,0.002625097
Cayman Isds,Brazil,2.726,1987220.954,0.49538451,6.80E-07,0.000137267
Bermuda,New Zealand,4.29,473179.422,0.075052496,6.80E-07,0.000906032
Czechia,Paraguay,6.334,338328.171,0.036215614,6.78E-07,0.001872121
Seychelles,Germany,8.425,279955.074,0.022238411,6.69E-07,0.003008308
Ethiopia,USA,6.031,1056649.139,0.116995059,6.68E-07,0.000570964
Saudi Arabia,Ireland,6.223,371070.749,0.038906305,6.52E-07,0.001675821
Barbados,Brazil,2.616,1987220.954,0.49538451,6.52E-07,0.000131615
Ghana,France,9.483,197278.824,0.013490778,6.48E-07,0.004803281
Aruba,United Kingdom,8.479,100651.479,0.007527597,6.34E-07,0.008422342
United Arab Emirates,France,9.213,197278.824,0.013490778,6.30E-07,0.004669857
Japan,Brazil,2.495,1987220.954,0.49538451,6.22E-07,0.000125559
Austria,Denmark,30.322,68477.261,0.00139181,6.16E-07,0.044258915
Morocco,Germany,7.548,279955.074,0.022238411,6.00E-07,0.002698034
Slovenia,United Kingdom,8.01,100651.479,0.007527597,5.99E-07,0.007957387
Cameroon,France,8.724,197278.824,0.013490778,5.97E-07,0.004425245
Ukraine,USA,5.379,1056649.139,0.116995059,5.96E-07,0.000509423
Morocco,France,8.661,197278.824,0.013490778,5.92E-07,0.004388183
Seychelles,USA,5.302,1056649.139,0.116995059,5.87E-07,0.000501731
Libya,USA,5.284,1056649.139,0.116995059,5.85E-07,0.000500021
Norway,Canada,1.158,439667.712,0.220850951,5.82E-07,0.000263526
Austria,USA,5.249,1056649.139,0.116995059,5.81E-07,0.000496602
Maldives,Uruguay,1.801,383468.309,0.120259804,5.65E-07,0.000469816
Viet Nam,Netherlands,8.964,412118.516,0.025941902,5.64E-07,0.002174089
Mexico,New Zealand,3.542,473179.422,0.075052496,5.62E-07,0.000748809
Luxembourg,Italy,26.315,134849.695,0.002788502,5.44E-07,0.019508682
Gambia,Italy,26.083,134849.695,0.002788502,5.39E-07,0.019329375
Greece,Chile,4.887,24577.126,0.002676718,5.32E-07,0.019875086
Mozambique,Italy,25.658,134849.695,0.002788502,5.31E-07,0.019042482
Saudi Arabia,France,7.718,197278.824,0.013490778,5.28E-07,0.003913785
Dominican Rep.,Spain,6.518,221643.244,0.01796596,5.28E-07,0.002938891
Niger,Netherlands,8.363,412118.516,0.025941902,5.26E-07,0.002027608
Gabon,USA,4.689,1056649.139,0.116995059,5.19E-07,0.000443608
Latvia,Italy,25.054,134849.695,0.002788502,5.18E-07,0.018576282
Liberia,Italy,24.99,134849.695,0.002788502,5.17E-07,0.018540421
Sierra Leone,Italy,25,134849.695,0.002788502,5.17E-07,0.018540421
Jordan,Denmark,25.352,68477.261,0.00139181,5.15E-07,0.037002177
Estonia,Australia,6.99,941099.386,0.069245917,5.14E-07,0.000742282
Guatemala,India,12.28,943702.03,0.039250948,5.11E-07,0.001301879
Montenegro,Spain,6.285,221643.244,0.01796596,5.09E-07,0.002833136
Cambodia,Argentina,0.781,623231.507,0.40577377,5.08E-07,0.000125193
Finland,France,7.319,197278.824,0.013490778,5.01E-07,0.003713648
Australia,Germany,6.295,279955.074,0.022238411,5.00E-07,0.002248362
Azerbaijan,USA,4.447,1056649.139,0.116995059,4.92E-07,0.000420531
Mozambique,Netherlands,7.656,412118.516,0.025941902,4.82E-07,0.001857998
Gibraltar,Netherlands,7.607,412118.516,0.025941902,4.79E-07,0.001846434
Latvia,France,6.978,197278.824,0.013490778,4.77E-07,0.003535749
Morocco,Canada,0.937,439667.712,0.220850951,4.71E-07,0.000213266
Yemen,United Arab Emirates,2.92,36390.994,0.005838901,4.69E-07,0.008032333
China,Belgium,6.548,111310.97,0.007881141,4.64E-07,0.005887472
Oman,Uruguay,1.481,383468.309,0.120259804,4.64E-07,0.000385831
Cabo Verde,Portugal,115.612,18234.532,7.29E-05,4.62E-07,0.633744856
Norway,Spain,5.619,221643.244,0.01796596,4.55E-07,0.002532567
Sierra Leone,Germany,5.693,279955.074,0.022238411,4.52E-07,0.002032519
United Arab Emirates,Portugal,112.609,18234.532,7.29E-05,4.50E-07,0.617283951
Thailand,France,6.573,197278.824,0.013490778,4.49E-07,0.003328199
Armenia,Belarus,2.221,45788.254,0.009252847,4.49E-07,0.004852561
Cocos Isds,Australia,6.095,941099.386,0.069245917,4.48E-07,0.00064697
Lithuania,Austria,4.062,96789.307,0.010657402,4.47E-07,0.004194268
Poland,Uruguay,1.413,383468.309,0.120259804,4.43E-07,0.000368369
"China, Macao SAR",Spain,5.442,221643.244,0.01796596,4.41E-07,0.002454642
Saint Kitts and Nevis,Australia,6,941099.386,0.069245917,4.41E-07,0.000636861
Denmark,Australia,5.822,941099.386,0.069245917,4.28E-07,0.000618087
C??te d'Ivoire,Ireland,4.046,371070.749,0.038906305,4.24E-07,0.001089798
Oman,France,6.142,197278.824,0.013490778,4.20E-07,0.003113238
"China, Macao SAR",Germany,5.25,279955.074,0.022238411,4.17E-07,0.001875134
Iraq,Germany,5.23,279955.074,0.022238411,4.15E-07,0.001866141
C??te d'Ivoire,United Arab Emirates,2.58,36390.994,0.005838901,4.14E-07,0.007090375
Qatar,United Kingdom,5.5,100651.479,0.007527597,4.11E-07,0.00545991
Norway,France,5.982,197278.824,0.013490778,4.09E-07,0.003031701
Myanmar,Brazil,1.64,1987220.954,0.49538451,4.09E-07,8.25621E-05
China,Latvia,269.784,12572.583,1.90E-05,4.08E-07,2.147368421
Thailand,Netherlands,6.483,412118.516,0.025941902,4.08E-07,0.001572745
Togo,France,5.967,197278.824,0.013490778,4.08E-07,0.003024288
Switzerland,Chile,3.671,24577.126,0.002676718,4.00E-07,0.014943674
Maldives,Ireland,3.815,371070.749,0.038906305,4.00E-07,0.001028111
Barbados,Netherlands,6.337,412118.516,0.025941902,3.99E-07,0.001538052
Finland,United Kingdom,5.239,100651.479,0.007527597,3.92E-07,0.005207505
C??te d'Ivoire,Spain,4.798,221643.244,0.01796596,3.89E-07,0.002165206
Gambia,Poland,7.827,355987.846,0.017630366,3.88E-07,0.002200748
Thailand,Ireland,3.638,371070.749,0.038906305,3.81E-07,0.000979276
Montenegro,France,5.561,197278.824,0.013490778,3.80E-07,0.002816739
Antigua and Barbuda,Netherlands,5.964,412118.516,0.025941902,3.75E-07,0.001445538
Thailand,United Kingdom,4.993,100651.479,0.007527597,3.73E-07,0.004955101
Tunisia,Poland,7.498,355987.846,0.017630366,3.71E-07,0.002104324
Luxembourg,Portugal,92.214,18234.532,7.29E-05,3.69E-07,0.50617284
Estonia,France,5.28,197278.824,0.013490778,3.61E-07,0.002675902
United Arab Emirates,Ukraine,30.942,13824.713,0.000160726,3.60E-07,0.223983674
Uganda,United Arab Emirates,2.245,36390.994,0.005838901,3.60E-07,0.006165544
Luxembourg,Australia,4.856,941099.386,0.069245917,3.57E-07,0.000515554
Australia,Netherlands,5.632,412118.516,0.025941902,3.55E-07,0.001368442
Djibouti,Italy,16.919,134849.695,0.002788502,3.50E-07,0.012551542
Saint Vincent and the Grenadines,Brazil,1.388,1987220.954,0.49538451,3.46E-07,6.98447E-05
Brazil,New Zealand,2.147,473179.422,0.075052496,3.41E-07,0.000454349
North Macedonia,Uruguay,1.073,383468.309,0.120259804,3.37E-07,0.000280227
Gambia,Germany,4.234,279955.074,0.022238411,3.36E-07,0.001510899
North Macedonia,Denmark,16.157,68477.261,0.00139181,3.28E-07,0.023566435
Bahamas,Germany,4.106,279955.074,0.022238411,3.26E-07,0.001465932
Burkina Faso,France,4.765,197278.824,0.013490778,3.26E-07,0.002416466
Albania,Poland,6.5,355987.846,0.017630366,3.22E-07,0.001826394
Antigua and Barbuda,United Kingdom,4.294,100651.479,0.007527597,3.21E-07,0.004264309
